UniProt ID	Cluster Number	Cluster Color
zzzz211	9	#FF69B4
zzzzz74	9	#FF69B4
zzzzz77	9	#FF69B4
zzzzz78	10	#808000
zzzzz79	10	#808000
zzzzz82	10	#808000
zzzzz83	10	#808000
zzzz100	11	#FA8072
zzzz101	11	#FA8072
zzzzz89	11	#FA8072
zzzzz90	11	#FA8072
zzzz251	12	#EE82EE
zzzz252	12	#EE82EE
zzzz253	12	#EE82EE
zzzz115	13	#006400
zzzz116	13	#006400
zzzz117	13	#006400
zzzz163	14	#00FF00
zzzz164	14	#00FF00
zzzz165	14	#00FF00
zzzz168	15	#B259B2
zzzz169	15	#B259B2
zzzz170	15	#B259B2
zzzz212	16	#003366
zzzz213	16	#003366
zzzz214	16	#003366
zzzz248	17	#7FFFBF
zzzz249	17	#7FFFBF
zzzz250	17	#7FFFBF
zzzzz57	18	#8000FF
zzzzz58	18	#8000FF
zzzzz59	18	#8000FF
zzzzz60	19	#B25900
zzzzz61	19	#B25900
zzzzz62	19	#B25900
zzzzz10	20	#592C00
zzzzz11	20	#592C00
zzzzzz9	20	#592C00
zzzzz19	21	#800000
zzzzz20	21	#800000
zzzzz21	21	#800000
zzzz137	22	#0080FF
zzzz138	22	#0080FF
zzzz139	22	#0080FF
zzzzz12	23	#404040
zzzzz13	23	#404040
zzzzz14	23	#404040
zzzz234	24	#FF4040
zzzz235	24	#FF4040
zzzz236	24	#FF4040
zzzz109	25	#40FF40
zzzz110	25	#40FF40
zzzz111	25	#40FF40
zzzzz67	26	#4040FF
zzzzz68	26	#4040FF
zzzzz69	26	#4040FF
zzzz231	27	#004040
zzzzz39	27	#004040
zzzzz40	27	#004040
zzzzz41	28	#400040
zzzzz42	28	#400040
zzzzz43	28	#400040
zzzzz93	29	#404000
zzzzz94	29	#404000
zzzz144	30	#804040
zzzz145	30	#804040
zzzzz91	31	#408040
zzzzz92	31	#408040
zzzz237	32	#404080
zzzz238	32	#404080
zzzz140	33	#40FFFF
zzzz141	33	#40FFFF
zzzz135	34	#FF40FF
zzzz136	34	#FF40FF
zzzz151	35	#FF0040
zzzz152	35	#FF0040
zzzz191	36	#40FF00
zzzz192	36	#40FF00
zzzz153	37	#0040FF
zzzz154	37	#0040FF
zzzzz27	38	#FF8040
zzzzz28	38	#FF8040
zzzz171	39	#40FF80
zzzz247	39	#40FF80
zzzz183	40	#8040FF
zzzz184	40	#8040FF
zzzz215	41	#00FF40
zzzz216	41	#00FF40
zzzzz98	42	#4000FF
zzzzz99	42	#4000FF
zzzz204	43	#FF4000
zzzz205	43	#FF4000
zzzz130	44	#000040
zzzz131	44	#000040
zzzz179	45	#400000
zzzz180	45	#400000
zzzz132	46	#004000
zzzz133	46	#004000
zzzzz52	47	#008040
zzzzz53	47	#008040
zzzz146	48	#400080
zzzzz86	48	#400080
zzzzz54	49	#804000
zzzzz55	49	#804000
zzzzz95	50	#80FF40
zzzzz96	50	#80FF40
zzzz107	51	#4080FF
zzzz108	51	#4080FF
zzzz155	52	#FF4080
zzzz156	52	#FF4080
zzzz128	53	#800040
zzzz129	53	#800040
zzzz103	54	#408000
zzzz104	54	#408000
zzzz105	55	#004080
zzzz106	55	#004080
zzzz228	56	#808040
zzzz229	56	#808040
zzzz225	57	#408080
zzzz226	57	#408080
zzzz217	58	#804080
zzzz218	58	#804080
zzzz142	59	#C0C0C0
zzzz143	59	#C0C0C0
zzzz186	60	#FFC0C0
zzzz187	60	#FFC0C0
zzzz255	61	#C0FFC0
zzzzz66	61	#C0FFC0
zzzz181	62	#C0C0FF
zzzz182	62	#C0C0FF
zzzzz47	63	#00C0C0
zzzzz48	63	#00C0C0
zzzzz34	64	#C000C0
zzzzz35	64	#C000C0
zzzz159	65	#C0C000
zzzz160	65	#C0C000
zzzzz70	66	#80C0C0
zzzzz71	66	#80C0C0
zzzz189	67	#C080C0
zzzz190	67	#C080C0
zzzz208	68	#C0C080
zzzz209	68	#C0C080
